100
71	847
16	128
3	935
5	318
75	161
23	865
12	90
24	20
69	716
63	559
64	675
14	600
50	928
33	320
14	912
39	818
4	19
13	46
44	409
34	790
68	531
11	337
51	686
49	494
11	561
47	312
14	455
69	511
50	180
19	83
8	322
29	561
72	848
28	745
60	877
69	95
4	671
55	921
42	693
59	90
41	595
47	585
68	796
29	304
70	131
1	424
56	304
70	615
61	33
61	721
34	580
3	925
28	44
72	592
12	143
7	518
23	865
71	106
40	978
38	908
45	97
17	151
62	238
63	33
44	349
48	53
38	797
38	541
22	774
73	670
21	684
13	942
8	235
13	383
3	724
66	856
33	91
54	104
50	825
6	31
18	822
47	247
54	532
44	923
4	680
10	893
15	612
4	608
60	863
17	957
29	470
60	533
3	405
45	853
56	545
46	828
66	321
7	336
14	559
9	849
34	455
30	468
16	632
1	260
70	704
40	386
41	271
21	631
45	742
73	17
72	59
4	192
37	734
60	990
41	391
5	144
55	370
44	101
26	855
26	544
35	80
56	682
28	823
39	109
57	976
23	514
28	546
35	348
54	986
66	355
17	21
58	902
4	881
51	104
15	387
68	740
51	137
63	239
29	504
58	83
16	583
47	25
23	220
31	399
72	670
1	786
46	764
50	974
49	838
28	870
27	880
42	258
41	85
68	94
10	341
69	651
73	236
45	738
1	667
63	105
42	301
60	300
54	206
13	479
49	987
31	239
50	689
43	618
38	568
69	781
68	248
3	388
4	682
55	493
37	118
22	251
33	216
44	771
3	676
21	96
19	12
66	161
53	115
45	638
45	172
20	332
22	838
67	487
31	451
53	966
45	375
8	453
15	490
25	313
33	986
71	602
48	729
70	464
65	790
61	707
20	787
72	988
48	503
20	973
36	371
21	940
24	621
4	380
59	851
52	939
62	547
61	279
57	444
41	467
4	22
70	24
21	195
63	779
68	568
30	948
48	808
39	651
47	940
43	105
37	227
1	20
34	863
32	601
1	487
17	37
39	1000
17	633
58	298
63	599
24	999
37	312
37	579
23	25
42	332
8	86
73	225
35	926
7	495
65	420
58	60
16	348
50	686
24	722
41	914
54	285
33	180
29	889
73	564
65	104
7	354
5	766
28	444
32	504
16	190
14	717
25	966
68	810
36	144
34	218
48	565
6	788
11	656
69	265
26	324
1	828
37	766
4	700
31	104
13	580
40	415
21	604
31	241
55	752
71	905
41	821
74	30
28	425
70	947
12	698
53	804
64	991
31	505
24	217
24	90
27	513
1	320
27	692
2	703
63	3
12	3
52	509
16	662
3	602
61	705
17	576
