100
135	569
56	668
119	264
67	789
75	143
109	766
68	186
112	342
137	991
66	963
32	696
7	394
20	832
117	267
98	517
101	966
61	566
136	14
92	244
26	61
23	358
121	45
96	145
44	308
63	839
12	646
109	211
83	107
26	332
128	638
21	497
134	199
84	608
59	286
88	817
30	149
101	708
114	184
85	217
99	587
124	378
106	783
144	974
101	710
128	335
120	158
118	405
15	298
65	426
104	309
36	336
14	77
16	653
53	727
149	377
80	124
87	326
4	237
125	827
65	23
134	61
61	548
141	991
147	866
132	323
22	78
29	204
28	77
11	309
69	585
14	349
109	879
69	191
20	491
112	203
84	455
68	924
3	872
104	544
64	342
85	10
19	325
94	323
48	541
19	182
38	91
22	901
49	207
129	378
2	650
45	99
74	451
107	807
50	620
13	364
75	476
107	832
3	406
27	95
134	766
42	253
82	62
138	336
31	375
78	28
54	484
63	689
23	532
85	320
15	82
94	646
83	340
67	859
66	713
2	885
35	740
148	433
130	955
11	705
47	128
26	852
37	824
59	213
134	296
51	645
29	835
124	725
116	416
150	762
123	477
73	232
74	822
52	212
83	203
119	371
142	441
99	432
81	580
57	628
97	545
74	205
89	774
29	772
41	65
136	497
33	848
69	902
7	725
51	76
84	771
57	903
8	141
27	881
123	406
18	732
24	411
11	922
11	780
1	888
110	919
113	766
128	292
140	64
21	669
67	70
95	390
78	920
29	290
43	292
114	384
59	672
103	557
97	710
7	686
26	95
58	994
104	101
145	955
140	146
45	992
64	254
118	292
20	29
73	212
101	626
141	843
29	74
136	974
5	183
60	675
107	721
91	452
45	989
133	269
147	599
87	866
39	258
130	473
118	694
29	665
17	392
133	208
12	785
54	465
72	808
84	115
14	480
142	841
48	151
59	897
58	746
125	544
118	69
29	862
66	546
125	867
15	845
55	844
5	631
9	352
29	663
145	270
69	931
90	307
70	812
140	344
83	613
76	958
110	430
1	695
78	921
5	264
81	365
4	420
133	464
141	714
130	535
116	2
8	547
54	342
79	401
1	338
17	208
140	636
49	326
37	933
68	996
122	61
7	965
79	205
120	458
83	56
122	483
64	5
100	756
94	556
89	383
100	851
24	310
118	641
26	531
135	487
117	465
15	436
121	279
111	169
113	400
44	59
42	90
75	312
95	277
94	806
38	848
136	119
18	750
123	272
37	897
43	74
53	261
111	454
2	68
33	844
94	932
27	451
13	469
21	698
40	139
41	126
73	734
146	573
112	131
139	708
98	93
117	483
40	607
102	208
7	899
131	7
114	935
113	12
103	770
91	422
129	264
80	778
147	42
97	115
133	458
28	512
94	300
5	858
23	54
140	890
137	479
75	343
100	710
66	542
32	852
54	113
77	271
137	251
94	283
54	856
84	676
109	805
107	303
45	973
66	667
5	851
27	140
100	909
97	56
8	760
118	867
118	194
84	271
57	418
120	881
57	674
145	774
141	319
38	759
103	113
22	107
9	211
72	445
130	246
68	22
106	982
133	648
83	201
28	319
98	936
43	173
8	144
60	596
28	698
93	169
72	731
58	482
143	926
75	18
19	827
13	649
114	651
67	751
34	181
28	725
146	641
33	183
85	529
77	183
149	276
116	544
81	990
65	890
36	986
124	223
47	27
124	559
79	462
115	77
119	233
43	717
75	303
56	25
101	165
61	29
138	644
13	193
75	282
79	323
80	414
95	537
66	944
81	580
77	413
102	293
51	500
63	218
20	725
7	116
133	504
10	43
53	687
112	191
114	539
120	835
106	844
54	554
150	61
141	27
47	138
77	158
53	368
133	807
31	404
78	578
21	565
80	675
53	171
78	873
50	875
73	402
80	611
149	878
146	839
150	637
63	294
84	452
9	546
119	169
38	604
133	770
92	151
5	708
66	578
23	829
85	911
12	112
58	672
7	313
8	938
55	535
52	720
46	315
104	150
27	81
144	517
113	715
49	922
126	635
128	283
82	576
32	153
127	956
72	668
142	503
37	520
69	706
50	538
46	412
115	738
129	32
74	302
12	393
131	981
137	207
45	970
139	110
57	624
124	599
70	935
16	61
27	405
132	292
13	346
34	479
26	20
141	437
29	937
6	538
50	867
64	418
71	71
96	127
56	235
9	530
78	476
99	20
139	868
35	786
31	851
142	376
18	546
25	118
128	228
89	954
19	179
89	92
61	629
77	671
36	361
57	777
52	817
63	935
65	744
117	731
103	701
83	681
102	989
109	576
34	695
60	143
89	715
78	245
32	857
22	957
49	148
29	74
19	446
9	619
138	1
73	676
125	42
117	209
14	330
17	883
25	755
49	916
57	633
57	111
146	44
21	633
59	756
128	853
78	582
77	91
144	238
100	858
42	819
127	712
75	595
69	739
62	339
109	75
138	629
145	559
111	678
59	722
105	916
146	409
114	12
140	23
84	837
148	91
48	53
43	659
78	59
82	216
122	548
57	641
128	912
7	420
128	73
106	719
69	441
13	556
115	417
110	390
115	810
52	746
16	693
77	692
120	350
55	580
18	903
118	804
105	883
60	876
43	434
115	350
131	818
67	409
123	290
81	17
127	401
149	800
147	437
29	693
56	204
51	257
69	332
87	354
107	728
141	367
110	650
24	811
62	924
117	480
76	521
