100
188	749
55	978
134	770
168	760
202	770
93	209
204	533
123	203
206	796
198	496
4	341
28	309
81	573
14	204
215	879
36	190
196	739
28	534
203	355
137	458
160	601
3	117
14	328
153	712
5	65
162	844
220	440
98	699
96	33
199	368
96	20
187	417
210	751
193	383
166	863
66	38
110	579
144	291
97	332
210	665
16	360
104	458
44	350
2	624
203	745
125	537
195	534
19	932
147	471
202	284
164	151
156	795
40	701
63	188
176	598
115	259
87	161
66	106
24	534
156	245
85	660
80	771
181	543
55	279
95	976
64	379
152	290
199	298
184	225
124	474
185	217
118	445
14	548
130	302
152	14
59	178
195	180
84	824
53	699
9	992
111	943
208	857
167	241
172	702
217	931
41	657
32	327
55	623
144	617
34	924
73	642
77	990
148	305
17	291
167	549
2	229
143	92
37	186
166	497
153	360
170	503
139	159
109	830
187	41
65	842
93	661
115	967
115	815
148	406
33	711
181	144
44	32
42	800
11	648
1	976
93	970
123	704
94	160
152	681
96	186
58	269
72	304
212	783
123	847
50	510
57	44
42	318
26	575
146	963
79	919
156	253
124	264
154	99
47	150
118	792
75	481
65	238
114	232
126	330
179	296
162	413
53	743
50	109
21	716
24	709
2	48
189	615
224	426
4	141
106	148
150	391
36	938
149	75
78	428
136	282
56	409
205	262
169	423
30	898
46	226
61	306
13	608
31	242
20	64
73	580
77	170
151	619
94	543
17	208
19	279
130	378
9	853
179	237
93	20
87	12
144	363
91	373
4	701
38	380
18	338
19	90
179	43
94	945
119	699
94	70
134	417
72	163
47	645
50	917
224	275
34	558
151	555
150	956
1	686
14	348
88	537
187	921
44	482
72	638
32	672
9	410
47	517
183	617
159	293
59	739
155	806
12	676
8	201
47	185
49	321
131	361
21	205
221	389
38	489
154	609
13	627
82	980
89	390
5	917
132	264
63	186
193	553
129	35
214	372
190	434
131	116
14	286
86	541
187	614
94	72
53	140
221	755
81	199
190	103
216	836
113	425
30	990
131	119
183	416
173	882
96	310
79	184
78	761
99	39
48	738
125	524
203	349
44	217
217	196
13	399
129	920
210	195
151	535
30	584
223	466
123	270
42	668
67	871
44	93
218	669
192	743
195	859
181	326
64	48
225	49
133	746
13	989
34	296
181	96
26	554
11	234
97	877
29	845
56	558
121	573
139	22
146	435
114	996
61	482
85	717
218	362
24	825
185	848
220	298
132	759
1	547
94	709
149	19
132	999
151	923
159	447
90	636
45	470
47	467
208	473
1	984
225	975
212	58
102	418
139	850
216	637
36	927
71	100
64	829
41	159
5	359
37	641
190	916
42	705
70	696
215	582
102	9
153	586
167	484
137	521
167	541
189	554
146	367
68	38
219	41
116	322
119	627
43	124
122	213
4	863
130	644
169	758
157	898
5	925
3	680
121	584
61	814
207	425
85	975
42	759
25	709
80	313
43	536
144	618
129	584
95	533
107	118
46	379
144	72
71	640
67	715
207	296
131	380
14	548
16	591
134	449
98	25
89	40
30	688
41	252
188	757
153	272
104	83
41	361
119	6
128	206
162	225
12	977
208	263
142	877
219	188
17	368
137	610
44	265
222	917
124	450
56	971
47	947
87	951
180	144
174	418
59	123
23	592
152	148
85	514
104	254
16	898
210	920
165	149
196	769
117	515
87	903
96	787
60	428
127	530
92	110
172	133
181	943
169	169
214	448
92	490
24	909
197	774
213	926
21	247
149	168
217	66
16	672
93	22
98	133
145	67
47	649
31	917
8	388
148	155
63	133
73	566
221	867
195	311
211	833
215	124
30	653
154	532
134	987
198	219
166	400
171	453
72	915
84	637
118	57
203	616
71	812
219	638
38	753
66	522
186	101
15	427
42	639
34	570
97	419
37	630
122	493
20	219
223	98
103	283
51	316
59	628
55	751
72	367
82	867
203	861
159	835
79	687
118	747
78	483
65	206
32	572
13	409
5	932
146	759
191	831
70	290
120	935
51	239
16	707
220	626
89	88
94	15
149	407
61	648
159	392
124	48
132	743
9	707
22	957
172	346
14	142
67	642
31	758
68	537
32	305
78	122
92	84
173	612
145	646
62	765
142	932
56	892
187	777
9	183
51	494
15	440
123	908
6	327
5	22
47	646
204	13
213	424
110	480
77	595
79	683
73	633
197	281
109	538
40	420
212	33
185	817
123	450
130	749
116	618
217	834
6	358
108	805
69	200
211	523
89	279
88	124
41	950
25	584
219	666
116	761
213	449
134	533
1	795
216	94
168	738
117	528
143	737
45	472
66	540
37	359
53	640
8	453
80	922
167	418
165	184
164	260
114	14
31	388
91	48
198	324
98	642
182	624
115	502
217	951
157	423
112	848
126	463
70	761
184	971
152	964
95	665
89	228
29	47
91	97
200	300
197	63
93	618
17	215
5	994
43	873
38	493
189	882
118	625
78	669
160	296
11	97
164	436
144	298
137	215
134	242
162	95
99	277
98	873
189	484
10	508
91	416
139	812
117	843
67	270
217	878
156	783
142	653
135	914
220	963
138	255
185	319
40	818
62	271
35	986
203	150
223	630
32	958
127	359
155	619
57	10
60	654
107	340
44	268
101	483
224	524
86	182
105	589
166	254
73	214
31	255
93	602
123	448
189	248
186	893
2	802
186	380
78	821
82	378
150	21
199	843
216	750
198	491
43	636
69	971
58	795
114	619
97	273
58	492
6	641
222	372
30	127
101	91
10	452
7	706
186	494
176	848
221	690
73	325
182	135
81	519
150	773
220	460
192	970
56	600
217	611
204	778
187	660
50	581
125	434
193	585
105	528
30	642
161	937
9	933
66	698
93	506
13	425
139	2
223	764
66	138
132	249
88	244
121	664
119	925
119	583
187	885
215	644
121	617
198	962
154	726
63	163
132	589
154	100
167	880
34	47
170	291
27	492
98	850
222	100
43	827
52	759
165	329
215	791
2	406
167	290
13	105
183	12
35	880
28	663
168	59
224	991
146	92
131	307
121	618
140	453
97	741
52	671
198	356
104	184
204	735
186	32
167	738
136	506
214	352
158	641
96	541
82	419
21	71
102	173
92	766
54	318
222	132
10	541
206	75
213	486
146	581
161	732
208	101
64	445
69	641
104	713
140	661
149	608
87	525
128	84
4	865
143	129
219	216
143	755
206	620
174	642
1	218
174	876
39	436
172	526
192	102
123	637
169	651
223	675
62	653
59	843
61	425
206	383
187	12
44	343
193	278
82	923
175	369
17	568
4	434
152	377
197	545
49	300
197	726
109	676
53	692
136	175
4	506
217	433
185	338
172	435
6	628
36	204
22	235
141	429
9	490
43	896
173	685
109	321
29	862
195	184
161	539
71	574
7	889
130	529
208	994
111	871
112	453
80	917
85	191
34	664
64	33
163	258
195	893
180	51
187	824
169	263
220	240
200	640
154	5
72	808
179	625
20	896
22	646
142	591
25	255
173	748
126	908
31	213
71	115
222	469
110	796
213	1
154	681
213	897
61	886
7	775
114	262
68	694
77	430
113	355
24	377
64	254
169	81
43	967
25	698
161	345
184	582
139	965
42	32
116	318
36	793
51	821
126	768
54	600
102	28
173	996
20	943
173	639
129	202
196	496
173	269
80	74
72	898
60	492
119	451
171	175
196	503
47	293
35	306
166	174
189	652
93	392
33	386
175	876
183	460
91	243
27	439
7	215
6	923
27	433
218	712
134	522
131	364
86	651
140	846
15	499
157	153
179	980
71	819
165	624
85	417
71	924
168	939
79	607
95	267
144	897
164	120
5	278
111	214
70	392
70	875
165	920
166	780
148	20
64	700
160	279
193	592
218	626
205	375
129	301
41	390
13	699
35	585
15	863
14	303
56	491
32	323
160	32
156	694
29	341
49	318
175	756
121	767
8	131
205	725
104	726
142	602
87	313
57	741
215	471
25	857
173	77
130	393
110	913
189	230
1	835
189	353
120	322
