100
11	965
94	139
106	138
131	413
91	424
65	930
126	272
121	838
2	311
128	466
77	530
114	165
57	431
126	576
52	749
2	313
148	574
42	93
90	508
46	125
48	600
76	716
12	433
131	277
57	800
3	838
20	881
124	219
73	226
113	897
13	105
140	55
57	986
66	608
74	795
35	72
133	890
64	817
88	376
119	664
136	113
46	524
87	390
49	930
112	719
143	862
103	101
93	568
66	834
11	890
45	646
110	822
57	843
129	910
45	450
53	326
34	582
62	525
149	254
60	562
1	396
132	834
94	465
67	465
149	734
1	742
79	344
132	829
103	29
104	907
65	677
78	631
43	895
58	960
31	644
140	505
109	326
134	483
84	450
146	980
15	786
113	853
27	994
25	779
37	733
91	649
55	658
41	243
146	609
13	996
56	606
77	997
34	432
74	965
87	275
109	666
61	274
108	873
138	790
47	356
34	995
43	639
108	702
35	127
15	138
61	4
73	31
106	119
23	904
32	102
132	154
4	488
19	494
97	669
39	490
68	89
73	464
150	40
11	623
23	355
86	59
125	784
140	849
124	509
117	925
133	368
17	1
61	175
50	180
129	648
84	252
137	257
68	95
95	233
119	870
42	192
55	471
135	253
147	801
40	210
27	888
26	460
70	918
68	774
1	443
85	938
5	61
14	173
66	943
6	934
21	782
55	658
109	35
65	927
55	155
78	65
125	395
18	682
96	888
23	640
125	905
83	604
14	819
60	781
91	876
64	443
13	735
103	350
92	337
114	421
98	637
37	340
104	458
141	623
47	380
44	220
58	408
129	708
108	423
1	960
82	407
125	890
96	460
55	541
2	620
16	486
11	47
16	438
114	895
36	480
148	41
92	785
106	926
144	612
2	982
52	276
100	866
19	954
128	162
135	44
61	966
93	543
142	884
116	187
4	776
109	165
139	632
129	276
133	496
5	422
4	718
83	157
54	494
117	149
27	273
62	758
28	80
71	352
21	830
25	84
1	916
23	981
149	854
60	23
98	223
48	589
82	498
67	937
73	548
10	632
22	291
127	127
95	980
112	467
117	329
127	932
92	963
84	892
25	752
115	262
149	173
129	64
37	75
86	715
17	956
66	505
112	110
16	678
61	686
44	370
147	822
114	173
134	660
107	439
9	319
93	394
68	202
41	13
101	945
98	293
138	449
39	596
33	974
63	689
40	823
51	712
77	973
109	859
127	908
116	27
150	248
149	956
69	236
150	720
8	958
58	492
36	227
102	637
14	560
47	25
29	783
63	615
47	405
19	186
116	270
120	291
1	115
3	910
99	494
23	138
102	666
59	776
52	907
57	421
146	910
35	545
84	590
137	961
15	910
49	355
88	750
86	964
136	298
68	75
44	102
2	77
90	834
85	338
136	413
95	766
17	496
137	752
29	78
87	878
20	800
103	299
19	947
84	606
14	540
71	352
111	886
118	961
9	267
142	250
88	655
105	42
1	777
42	271
96	26
33	86
63	499
112	926
70	824
125	641
82	671
49	490
40	182
75	887
38	391
16	638
23	920
104	620
11	813
65	738
49	543
50	109
49	351
92	733
70	883
12	437
33	285
33	148
63	952
31	882
115	290
83	634
123	585
37	604
34	860
44	68
90	867
116	132
2	500
107	788
6	679
2	646
116	399
53	286
64	484
87	265
93	588
119	846
99	968
126	90
122	178
117	823
83	89
110	955
88	86
44	828
61	255
103	280
146	481
101	126
96	496
19	739
84	761
99	747
94	561
17	258
145	227
114	147
125	485
27	779
118	337
29	820
59	564
67	49
99	468
142	777
115	964
15	129
4	167
105	207
86	892
135	528
62	732
117	730
145	567
119	732
44	568
18	953
149	152
43	604
114	931
99	882
61	850
99	973
32	43
122	239
128	77
38	437
76	632
96	597
47	103
103	593
87	900
2	61
119	471
144	186
42	487
141	434
11	997
122	278
121	672
65	667
112	543
17	454
134	241
96	620
75	154
123	152
108	532
47	627
65	415
92	971
136	863
57	633
50	664
130	1
112	282
34	608
73	44
59	697
2	361
52	737
73	647
34	175
97	213
83	731
124	103
131	329
81	789
119	103
126	79
96	367
1	659
123	465
71	836
34	215
82	772
123	425
49	45
150	676
89	957
88	352
134	336
33	328
59	610
64	919
80	770
126	803
144	825
106	756
140	549
41	487
108	536
9	467
145	473
15	761
113	837
80	999
64	429
23	280
70	558
15	152
133	749
33	996
66	761
16	476
32	877
118	179
24	702
125	132
64	190
94	602
63	568
79	568
107	331
119	486
45	988
105	990
45	637
106	340
144	365
91	46
83	647
139	999
81	747
50	506
141	974
91	157
17	233
126	977
128	250
75	726
125	322
103	384
99	957
13	657
111	607
111	907
124	832
92	13
79	61
59	684
90	815
148	147
84	152
37	656
111	301
71	866
92	156
114	696
26	320
70	323
125	235
113	768
9	380
93	745
89	287
144	547
133	451
60	433
80	817
22	275
134	876
34	314
28	990
56	685
24	245
8	631
69	914
132	534
113	796
50	396
141	738
99	41
67	568
66	232
54	855
106	763
85	831
18	200
22	355
87	469
84	583
96	783
21	213
53	15
68	109
13	781
89	535
138	250
42	554
56	489
85	363
29	27
66	915
109	441
102	658
75	424
135	251
119	100
143	270
78	561
150	100
61	533
48	745
37	804
